Time(ms),Acceleration(x),Acceleration(y),Acceleration(z),Magnetometer(x),Magnetometer(y),Magnetometer(z),Gyroscope(x),Gyroscope(y),Gyroscope(z),Class
140685,0.28,9.68,-1.38,-20.36,-16.49,-82.59,-0.65,-0.5,-0.14,4
140931,-2.59,9.27,-3.13,-18.33,-14.5,-75.24,-0.61,-0.24,-0.04,4
141178,-3.23,10.99,-5.03,-15.1,-13.05,-70.72,-0.45,-0.17,-0.17,4
141426,-1.72,9.37,-1.85,-9.11,-17.03,-70.71,0.3,-0.2,-0.11,4
141674,0.4,9.67,-2.55,-13.77,-20.08,-80.01,1.21,1.1,0.36,4
141928,-1.75,7.51,-0.95,-21.13,-18.3,-91.23,0.54,0.22,0.11,4
142174,-1.89,8.96,-0.6,-19.38,-18.59,-88.75,-0.34,-1.25,-0.06,4
142422,-3.5,8.79,-2.14,-18.17,-16.92,-82.3,-0.54,0.09,-0.24,4
142669,0.05,8.96,-3.04,-16.63,-15.57,-75.93,-0.75,-0.01,-0.23,4
142917,-0.61,8.36,-3.62,-13.8,-12.95,-68.9,-0.63,-0.47,-0.24,4
143163,-1.13,11.95,-6.25,-7.15,-17.17,-69.32,0.72,-1.23,0.48,4
143411,-1.1,8.25,-1.51,-15.99,-19.66,-82.56,1.12,-0.18,0.92,4
143667,-2.42,8.33,0.11,-21.95,-16.81,-90.51,-0.73,0.15,-0.11,4
143915,-3.87,9.61,0.2,-20.91,-17.68,-85.24,-0.58,-0.38,-0.22,4
144160,-0.66,9.84,-2.55,-18.8,-15.71,-79.01,-0.69,-0.07,-0.2,4
144408,-0.41,9.42,-3.58,-17.0,-13.83,-73.31,-0.46,-0.25,-0.14,4
144656,-0.34,8.97,-3.75,-12.89,-13.67,-68.47,-0.42,-0.47,-0.18,4
144904,-1.35,9.81,-0.13,-7.6,-13.39,-65.35,0.77,-0.65,0.17,4
145149,0.44,10.15,-2.54,-13.94,-17.83,-76.12,1.45,0.34,0.65,4
145424,-2.73,9.08,0.28,-19.67,-17.95,-85.52,0.31,0.13,0.09,4
145672,-0.13,9.5,-0.79,-15.68,-17.89,-78.59,-0.6,-0.68,-0.11,4
145917,-1.09,9.52,-2.55,-11.49,-14.92,-70.89,-0.68,0.11,-0.24,4
146165,-0.78,9.12,-4.02,-7.82,-11.84,-64.82,-0.38,-0.33,-0.2,4
146411,-0.45,9.13,-2.8,-4.24,-8.02,-60.29,-0.47,-0.32,-0.3,4
146659,-1.3,11.64,-5.73,1.81,-13.45,-61.82,0.8,0.22,0.35,4
146907,-0.17,8.78,-2.77,-10.51,-19.99,-74.99,1.44,0.88,0.62,4
147152,-1.17,8.37,1.24,-17.3,-18.66,-83.18,-0.32,0.27,0.1,4
147408,-4.28,10.3,-1.21,-12.48,-16.24,-71.56,-0.52,-0.17,-0.2,4
147654,-0.82,8.76,-3.48,-9.21,-12.6,-66.0,-0.66,-0.12,-0.2,4
147902,-2.15,9.31,-3.85,-5.8,-8.3,-60.39,-0.3,-0.58,-0.17,4
148148,-2.5,10.21,-2.13,5.33,-15.9,-63.12,0.94,-1.36,0.07,4
148396,1.57,8.34,-2.61,-1.99,-23.0,-73.44,1.26,0.64,0.45,4
148641,-1.1,9.11,3.41,-8.92,-22.93,-83.08,-0.3,0.2,-0.25,4
148889,-2.01,9.9,-0.82,-7.75,-19.95,-75.67,-0.72,-0.44,-0.12,4
149143,-0.78,8.97,-3.09,-2.24,-17.07,-67.3,-0.68,-0.43,-0.39,4
149389,-2.14,8.97,-3.34,3.23,-11.93,-61.4,-0.7,-0.07,-0.27,4
149637,-0.71,8.64,-4.83,5.67,-8.3,-58.11,-0.42,-0.66,-0.13,4
149884,0.15,9.29,3.85,10.58,-11.02,-59.06,2.36,-0.77,0.62,4
150130,0.0,8.78,-3.14,4.28,-20.51,-70.49,1.4,0.71,0.84,4
150380,-1.32,8.61,-0.29,-6.97,-22.42,-79.76,-0.01,1.0,-0.06,4
150630,5.1,15.64,1.64,-8.05,-22.8,-78.37,-0.07,0.37,-0.64,4
150884,-2.33,9.53,-2.72,-3.43,-19.37,-70.68,-0.76,-0.9,-0.07,4
151132,-2.29,8.78,-3.23,0.64,-16.43,-66.35,-0.51,-0.17,-0.11,4
151379,-0.1,8.8,-2.2,0.38,-12.76,-61.72,-0.47,0.22,-0.23,4
151627,-1.11,11.18,-2.44,3.92,-9.13,-58.89,0.12,0.06,-0.22,4
151873,0.12,10.04,-4.13,5.33,-17.29,-64.09,1.15,0.58,0.26,4
152121,-1.72,8.42,-2.64,-3.99,-22.19,-74.89,1.16,0.57,0.66,4
152367,-1.31,9.1,1.32,-10.7,-20.55,-78.21,-0.55,0.2,-0.13,4
152623,-0.84,8.73,-2.31,-8.65,-18.97,-73.84,-0.7,-2.15,-0.29,4
152868,-2.44,9.0,-2.59,-3.17,-14.69,-65.7,-0.42,0.23,-0.37,4
153116,-0.78,8.95,-3.75,0.39,-12.12,-61.71,-0.45,-0.3,-0.31,4
153364,0.06,10.68,2.08,3.45,-11.28,-59.41,1.17,0.3,-0.13,4
153610,-0.63,9.82,-4.05,-1.45,-20.42,-68.87,0.96,1.9,0.24,4
153858,-1.5,8.77,-1.01,-17.32,-21.16,-82.53,0.48,0.89,0.52,4
154103,-2.69,8.78,2.03,-24.1,-16.82,-89.65,-0.39,1.4,0.13,4
154351,-4.19,9.79,-0.33,-23.76,-17.39,-88.13,-0.55,0.15,0.21,4
154607,-2.1,9.24,-0.85,-23.09,-17.29,-85.66,-0.28,0.05,-0.17,4
154853,-2.6,9.16,-3.39,-21.51,-17.1,-81.72,-0.78,0.12,-0.48,4
155101,-3.68,10.89,-3.01,-16.0,-17.99,-75.58,-0.08,0.2,-0.42,4
155348,-1.29,9.85,-3.98,-12.74,-22.99,-81.09,0.55,1.55,0.01,4
155596,-2.31,9.23,-0.37,-18.66,-20.75,-101.37,1.14,0.48,0.37,4
155842,-0.65,9.23,1.04,-21.27,-16.22,-111.87,-0.16,1.33,0.35,4
156090,-1.01,8.35,-1.68,-19.41,-17.38,-111.63,-0.31,-0.51,0.5,4
156344,-2.47,10.23,-1.47,-17.77,-20.74,-104.37,-0.56,0.95,-0.32,4
156592,-1.71,10.32,0.23,-11.2,-24.79,-99.74,-0.22,0.49,-0.41,4
156839,-1.02,9.32,-1.16,-8.04,-26.72,-103.6,0.18,0.23,-0.38,4
157085,0.69,9.92,-1.51,-6.87,-25.88,-108.17,0.57,1.51,0.29,4
157333,0.26,10.54,0.18,-8.49,-20.24,-117.52,0.89,1.73,0.32,4
157581,-2.3,7.79,0.48,-5.64,-16.98,-124.06,-0.4,0.62,0.01,4
157827,-3.64,8.93,-2.88,-4.93,-20.4,-119.76,-0.62,-0.55,0.09,4
158083,-1.39,9.3,-1.85,-5.04,-23.75,-114.89,-0.41,-0.52,-0.31,4
158330,-1.32,9.3,-2.07,-1.7,-26.66,-108.89,-0.11,-0.37,-0.66,4
158576,1.12,10.3,-2.36,2.97,-27.93,-110.49,0.27,1.04,-0.06,4
158824,-0.68,9.4,-2.36,0.95,-23.68,-117.93,0.3,1.06,0.64,4
159072,-0.67,8.42,0.59,0.35,-17.54,-125.74,0.11,0.15,0.41,4
159318,1.68,13.92,4.34,4.41,-18.94,-125.53,0.34,0.66,0.31,4
159565,-1.87,9.4,-1.22,2.24,-22.35,-117.9,-0.99,0.61,-0.08,4
159819,-2.02,9.2,-1.72,5.86,-26.13,-111.62,-0.56,0.23,-0.29,4
160065,0.19,9.35,-2.06,10.83,-28.22,-107.47,-0.23,-0.36,-0.37,4
160313,-1.72,9.68,-1.51,12.25,-28.0,-112.53,0.66,0.14,0.13,4
160561,-1.0,9.21,-1.17,15.9,-23.95,-117.87,0.77,1.84,0.05,4
160806,-1.05,8.72,-0.25,15.38,-18.96,-123.56,0.29,0.66,0.63,4
161054,-0.55,16.13,0.96,15.07,-21.51,-119.94,-0.27,0.84,-0.12,4
161302,-1.95,9.5,-1.39,16.09,-24.8,-111.75,-0.64,-0.53,0.05,4
161548,-2.5,9.2,-2.46,16.16,-27.0,-106.96,-0.44,0.28,-0.22,4
161804,-1.66,9.04,-2.9,19.86,-27.68,-102.66,-0.5,-0.53,-0.42,4
162052,-0.73,10.04,-4.63,19.48,-27.29,-109.66,0.53,-0.34,0.14,4
162297,-0.16,10.38,2.53,14.75,-23.79,-114.28,1.82,1.05,1.25,4
162545,-2.69,7.93,-0.11,2.78,-18.96,-117.82,0.43,0.21,0.77,4
162793,-3.95,4.9,-5.65,-1.8,-20.4,-117.73,-0.72,-0.12,-0.91,4
163039,-6.36,8.6,0.1,3.54,-25.46,-115.61,0.14,-0.29,-0.01,4
163287,-3.79,8.89,0.28,6.83,-26.63,-114.09,-0.12,-0.25,-0.3,4
163540,-2.47,9.61,1.81,9.78,-26.57,-113.99,0.64,-0.23,-0.51,4
163786,-1.91,9.17,0.91,15.93,-23.88,-121.09,0.14,0.08,-0.33,4
164034,0.33,10.1,0.55,15.61,-23.59,-120.48,0.26,0.38,0.6,4
164280,-2.39,8.82,1.27,8.64,-21.13,-122.89,-0.24,1.03,0.51,4
164528,-1.41,13.92,3.59,9.0,-22.71,-121.27,0.55,0.9,0.25,4
164773,-6.36,8.18,-2.08,8.16,-25.86,-113.37,-0.31,-0.53,-0.07,4
165021,-3.64,8.89,-2.12,11.28,-28.5,-106.75,-0.53,-0.45,-0.29,4
165281,-2.27,9.2,-2.99,14.56,-29.29,-104.3,-0.15,-0.25,-0.51,4
165529,-3.18,9.88,0.66,19.38,-28.38,-109.59,0.96,-0.97,-0.29,4
712,2.94,8.71,-3.88,34.42,-23.52,-97.19,-0.07,0.09,-0.14,5
956,2.8,7.98,-4.9,34.74,-22.76,-95.92,0.08,0.12,-0.05,5
1202,2.51,8.08,-4.71,35.31,-22.57,-95.69,-0.08,0.15,-0.16,5
1449,3.04,8.69,-5.14,35.17,-24.95,-98.9,0.33,-0.72,0.24,5
1695,2.68,8.19,-3.74,36.82,-24.83,-101.11,-0.43,-0.03,-0.47,5
1941,2.93,8.72,-4.27,41.99,-20.07,-96.92,-0.09,-0.38,-0.46,5
2187,3.22,6.71,-4.12,44.33,-17.47,-94.94,-0.12,-0.08,-0.2,5
2443,1.99,8.87,-0.88,43.95,-15.93,-91.55,0.79,0.38,-0.01,5
2689,6.75,3.11,-3.81,38.07,-19.95,-104.84,1.34,0.22,0.96,5
2936,4.61,7.73,-7.74,37.52,-19.32,-95.98,-0.57,-0.05,0.22,5
3182,1.62,8.65,-4.33,42.88,-18.39,-92.17,-0.6,0.68,-0.62,5
3428,4.8,4.76,-7.29,44.72,-16.59,-88.57,-0.09,-0.05,-0.37,5
3676,-0.77,9.54,-0.67,46.04,-13.83,-90.21,0.34,0.19,0.01,5
3921,7.2,3.68,19.6,45.12,-17.32,-97.41,2.69,-1.48,2.5,5
4167,-2.74,6.07,-2.22,36.66,-23.74,-104.84,2.2,0.69,1.5,5
4421,3.14,9.04,-3.94,39.3,-19.47,-90.76,-0.57,0.23,-0.55,5
4669,1.75,5.33,-11.35,45.15,-12.99,-85.18,-0.84,-3.03,0.58,5
4915,5.92,7.18,-5.41,47.19,-13.29,-87.97,0.25,-0.22,-0.37,5
5163,14.72,5.57,-19.34,46.32,-14.78,-94.2,-0.54,-0.34,-0.72,5
5408,1.26,7.39,-5.04,41.45,-17.8,-97.76,1.77,1.59,0.83,5
5654,-0.51,9.19,9.45,37.52,-21.32,-100.89,-0.54,-0.54,0.21,5
5902,-0.24,8.41,-5.78,40.32,-18.74,-92.44,-0.71,0.07,-0.5,5
6148,8.94,8.73,-10.44,48.64,-17.77,-88.73,-0.99,-1.8,0.29,5
6404,-6.55,11.95,9.5,47.75,-12.53,-93.26,1.15,1.22,1.12,5
6649,-0.35,9.78,0.47,44.1,-17.32,-95.76,1.89,-0.41,1.05,5
6895,19.6,6.0,-11.71,37.3,-23.5,-100.07,-0.48,-0.95,-2.33,5
7143,5.29,7.22,-3.98,38.7,-20.27,-92.33,-0.83,0.09,-0.39,5
7389,4.55,6.31,-9.96,43.5,-17.93,-90.59,-0.39,-0.7,-0.36,5
7636,0.34,9.45,2.31,44.31,-15.74,-91.07,0.72,0.29,0.59,5
7882,4.2,8.2,-2.73,42.96,-19.12,-97.52,1.15,-0.51,0.6,5
8136,1.86,4.84,-8.45,35.94,-22.76,-107.0,0.12,1.41,0.4,5
8382,2.28,8.7,-7.2,37.59,-20.37,-95.82,-0.67,-0.06,0.07,5
8630,3.02,7.37,-3.64,43.67,-15.2,-89.3,-0.55,0.22,-0.76,5
8876,7.08,6.07,-6.31,46.46,-11.84,-88.15,-0.27,0.27,-0.36,5
9121,2.17,7.38,-6.05,46.3,-13.58,-91.63,0.42,-0.34,0.56,5
9369,2.74,9.47,-0.31,39.84,-20.68,-100.35,1.59,1.4,0.88,5
9615,1.09,12.42,2.03,34.52,-21.25,-99.81,-0.64,0.16,-0.23,5
9861,1.97,8.85,-4.94,40.82,-19.29,-93.25,-0.76,0.05,-0.56,5
10117,2.97,8.89,-1.43,46.02,-15.61,-92.66,-0.06,-0.62,-0.31,5
10362,1.99,8.44,-3.73,45.86,-15.96,-95.91,0.86,0.01,0.86,5
10610,2.64,8.02,-3.48,41.49,-20.11,-102.34,0.73,0.1,0.58,5
10856,0.73,8.33,-0.72,36.61,-23.02,-108.61,0.89,0.59,0.63,5
11102,1.13,10.07,-4.0,38.82,-20.72,-97.46,-1.12,-0.69,0.1,5
11350,4.02,8.29,-3.17,41.33,-17.13,-92.06,-0.76,-0.36,-0.58,5
11595,4.65,6.22,-5.45,47.15,-15.24,-94.94,-0.05,0.1,-0.41,5
11855,6.07,7.14,-4.69,45.24,-18.28,-100.67,0.61,-0.19,0.52,5
12101,2.2,9.51,-1.91,41.29,-20.37,-105.29,1.09,1.25,0.36,5
12349,-1.22,8.42,-0.77,42.39,-20.81,-101.02,-0.92,0.1,0.17,5
12595,1.15,8.26,-5.95,44.46,-18.82,-95.1,-0.83,-0.41,-0.27,5
12843,5.84,7.54,-7.51,50.09,-16.18,-96.39,-0.57,-0.92,-0.1,5
13088,4.1,7.73,-3.68,49.85,-15.02,-99.65,0.54,-0.21,0.41,5
13336,5.2,7.76,-2.79,44.61,-16.65,-98.95,0.77,0.69,0.22,5
13582,1.96,8.73,-1.57,38.34,-17.9,-100.96,0.97,0.69,0.34,5
13826,3.61,7.45,-6.6,37.52,-16.02,-92.69,-1.05,-0.46,-0.09,5
14071,2.47,7.26,-4.07,40.43,-13.37,-88.85,-0.67,0.01,-0.64,5
14319,2.93,7.9,-3.74,43.13,-12.8,-92.5,0.32,0.63,-0.09,5
14565,5.12,7.73,-4.88,39.27,-18.91,-100.31,1.09,-0.48,1.06,5
14811,5.99,3.15,0.8,33.76,-21.09,-110.93,0.66,-0.81,0.39,5
15058,4.83,8.88,-1.06,37.01,-21.19,-101.74,-1.3,-1.16,-0.01,5
15304,3.18,8.13,-4.05,40.47,-18.01,-95.73,-0.6,0.14,-0.67,5
15560,3.07,7.87,-3.99,46.61,-13.1,-93.04,-0.14,-0.5,-0.44,5
15806,4.93,7.32,-5.06,45.79,-12.47,-95.12,0.85,0.37,0.29,5
16054,4.31,7.32,-4.33,42.93,-16.52,-97.91,0.88,1.24,0.24,5
16300,10.63,-5.67,-19.6,39.59,-18.99,-99.04,-3.04,0.08,-0.1,5
16547,3.5,7.84,-7.04,41.17,-15.42,-93.04,-0.67,0.06,-0.66,5
16793,5.45,9.51,-15.2,47.06,-13.45,-92.88,-0.54,-1.13,-0.02,5
17041,3.3,7.57,-2.73,44.62,-15.4,-95.05,1.31,0.22,0.74,5
17295,4.16,5.21,-1.93,36.57,-20.89,-104.6,0.67,-0.62,0.68,5
17541,5.06,6.71,-5.63,38.0,-19.29,-96.95,-1.07,-0.94,-0.17,5
17788,3.33,8.2,-4.82,40.35,-16.66,-92.05,-0.85,-0.39,-0.53,5
18034,4.05,8.74,-5.88,46.24,-15.35,-94.5,0.24,-0.4,0.14,5
18282,5.7,6.25,-3.11,36.52,-21.13,-101.81,1.1,-0.44,1.53,5
18528,-0.1,9.77,-3.15,34.48,-21.15,-100.48,-0.51,0.27,-0.54,5
18774,1.46,8.5,-2.71,37.45,-18.74,-98.99,-0.61,-0.83,-0.57,5
19021,8.32,4.89,-3.42,43.99,-21.15,-106.24,-0.43,-0.78,-0.21,5
19277,6.89,6.44,-2.46,42.85,-19.5,-106.46,0.25,0.54,-0.08,5
19523,7.3,6.55,-3.72,39.65,-18.17,-109.35,-0.05,0.04,0.4,5
19769,4.39,7.35,-4.21,33.81,-19.98,-107.82,0.44,1.18,0.56,5
20017,4.14,12.13,-2.76,32.43,-20.67,-105.41,0.71,0.87,-0.37,5
20262,3.22,8.42,-3.96,37.75,-17.38,-105.96,0.72,1.0,-0.7,5
20510,1.08,10.23,0.34,41.98,-11.05,-111.14,0.97,1.98,-0.5,5
20756,6.74,7.67,-1.12,44.45,-11.59,-106.14,0.55,1.15,0.09,5
21010,3.56,9.43,-2.41,44.3,-14.51,-103.33,0.11,0.57,-0.12,5
21258,3.71,8.36,-2.39,42.08,-15.71,-101.1,0.16,0.36,0.1,5
21504,2.44,9.26,-2.04,42.78,-14.54,-98.67,0.23,0.27,-0.33,5
21749,4.19,9.12,-0.34,46.35,-10.48,-99.85,0.62,-0.26,-0.33,5
21997,3.6,9.14,-0.75,46.19,-9.63,-98.13,0.54,1.51,0.5,5
22243,3.79,7.8,-0.57,39.9,-15.87,-90.02,0.57,1.14,0.35,5
22489,2.34,5.95,-5.33,37.62,-13.49,-82.81,-0.92,-0.2,-0.55,5
22736,2.57,8.9,-3.71,38.95,-8.81,-75.97,-0.19,0.71,-0.65,5
22990,5.27,9.32,-3.87,43.83,-3.08,-77.42,-0.13,-0.86,-0.58,5
23238,5.25,6.89,-2.67,47.84,0.13,-79.76,0.04,0.47,-0.23,5
23484,3.19,8.67,-2.25,42.69,-5.25,-75.87,0.93,1.1,0.61,5
23730,3.85,7.18,-3.83,35.43,-14.95,-77.13,0.75,0.42,0.06,5
23977,1.14,8.66,-4.0,34.74,-11.08,-74.26,-0.53,0.26,-0.47,5
24223,2.85,8.44,-3.58,37.05,-5.66,-72.11,-0.26,-0.34,-0.63,5
24471,6.22,6.71,-2.54,43.66,-3.95,-76.38,0.12,0.48,-0.42,5
24725,3.65,8.2,-1.54,40.11,-4.55,-71.82,0.42,0.77,0.2,5
24971,5.38,8.48,-2.04,31.69,-11.81,-70.74,0.81,0.71,0.6,5
25217,3.66,8.12,-1.35,22.83,-17.71,-73.0,0.4,0.63,0.18,5
25464,2.7,9.16,-1.22,19.76,-16.85,-70.32,-0.39,0.36,-0.23,5
25710,4.56,7.91,-2.55,21.34,-11.87,-65.19,-0.45,0.25,-0.47,5
25958,3.97,8.27,-3.69,25.42,-7.19,-63.48,0.08,0.35,-0.54,5
26204,4.5,7.35,-3.23,35.02,-7.32,-67.71,0.75,0.12,0.19,5
26449,5.55,9.34,-1.59,28.3,-10.52,-67.33,0.37,0.22,0.27,5
26710,4.24,8.03,-2.11,19.06,-15.92,-68.33,0.8,0.66,0.34,5
26957,2.22,9.09,-0.7,10.77,-20.96,-75.01,0.81,1.45,0.2,5
27203,9.47,11.37,-5.22,7.45,-21.89,-74.42,-0.89,-0.94,-0.94,5
27449,1.85,7.67,-3.26,8.35,-17.13,-69.1,-0.35,0.08,-0.41,5
27697,3.62,9.49,-7.01,16.98,-14.78,-67.51,-0.22,-0.28,-0.2,5
27942,1.39,9.89,-1.05,16.5,-17.86,-70.2,1.19,0.28,1.13,5
28190,14.05,9.75,-11.5,5.57,-21.97,-77.3,-0.73,1.4,-1.48,5
28450,1.58,8.14,-4.19,5.7,-17.58,-71.57,-0.29,0.5,-0.38,5
28702,4.48,8.06,-3.2,12.53,-14.53,-67.47,-0.49,-0.7,-0.47,5
28954,5.84,8.48,-4.0,19.94,-12.69,-67.04,0.07,-0.34,-0.05,5
29206,3.06,7.96,-1.78,11.47,-20.37,-74.13,1.33,0.48,0.93,5
29460,2.09,8.44,-0.55,3.98,-23.9,-80.42,0.09,1.4,-0.12,5
29712,4.88,7.39,-2.22,4.97,-21.22,-74.64,-0.84,-0.67,-0.37,5
29964,3.24,8.92,-3.67,13.53,-20.43,-71.06,0.14,0.04,-0.39,5
30216,5.69,8.09,-1.23,12.32,-22.67,-72.13,0.63,0.24,0.27,5
30478,5.12,7.96,-1.83,5.42,-26.92,-81.25,0.8,1.1,0.45,5
30724,4.46,9.77,0.37,1.56,-27.4,-82.21,-0.38,0.61,-0.14,5
30971,2.5,9.06,-2.36,1.83,-26.45,-79.93,-0.24,0.19,-0.31,5
31217,5.57,8.72,-6.48,7.56,-25.29,-75.99,-0.45,-1.23,-0.22,5
31465,4.36,7.34,-3.3,12.86,-25.34,-74.8,0.08,-0.19,-0.09,5
31711,3.69,7.78,-2.52,5.33,-27.83,-85.46,0.96,0.45,0.71,5
31956,3.04,8.48,-4.16,5.26,-27.57,-85.0,-0.51,-0.08,-0.17,5
32210,4.56,10.4,-2.36,10.08,-27.14,-81.64,-0.01,-0.64,-0.55,5
32458,6.84,6.63,-0.4,13.14,-27.19,-83.92,0.48,1.17,-0.14,5
32706,5.32,8.06,-1.06,7.02,-27.76,-87.77,0.41,0.85,0.24,5
32952,3.54,7.52,-1.13,2.43,-27.32,-93.29,0.41,0.49,0.26,5
33200,4.24,8.19,-1.52,3.64,-27.52,-90.51,-0.41,-0.19,-0.32,5
33445,3.24,8.07,-3.69,7.97,-27.52,-89.67,-0.0,-0.21,-0.53,5
33693,4.44,8.82,-1.62,14.76,-28.76,-90.94,0.15,-1.24,0.42,5
33939,4.93,8.41,-0.46,5.86,-27.81,-94.97,0.34,0.03,0.68,5
34195,3.12,7.69,-0.34,-2.84,-25.83,-97.91,-0.01,0.59,0.42,5
34443,3.97,7.79,-1.79,-0.66,-25.64,-95.79,-0.4,0.34,-0.33,5
34689,2.08,9.32,-3.41,3.11,-25.26,-89.94,-0.37,0.02,-0.41,5
34936,5.19,8.27,-2.93,9.68,-27.0,-88.1,0.05,-0.21,-0.48,5
35182,2.58,7.82,-1.26,11.91,-27.05,-86.5,-0.4,-0.13,0.58,5
35430,5.09,8.84,-0.31,2.31,-26.24,-86.7,-0.06,0.17,0.65,5
35676,6.33,10.59,-5.77,0.94,-26.12,-85.18,-0.78,-0.16,-0.9,5
36186,8.93,10.28,-7.45,12.99,-26.48,-79.06,-0.49,-2.14,0.16,5
36505,4.28,9.11,-1.13,7.92,-26.56,-77.73,-0.05,-0.64,0.74,5
36751,3.43,8.83,-1.06,0.91,-28.38,-80.18,0.33,0.33,0.32,5
36999,7.59,10.28,-5.37,-4.14,-29.09,-80.09,-1.33,-0.69,-1.29,5
37244,1.93,8.9,-3.31,-0.58,-23.18,-70.17,-0.38,-0.45,-0.29,5
37492,9.85,8.11,-3.82,14.13,-22.7,-63.84,-0.2,-2.11,-0.12,5
37738,4.1,7.75,-1.2,15.48,-20.53,-62.76,0.3,1.09,0.09,5
37986,4.24,8.63,-1.37,6.99,-23.68,-67.85,0.83,0.47,0.58,5
38240,4.1,7.65,-0.49,4.02,-27.08,-77.32,0.22,-0.25,0.13,5
38488,1.59,9.39,-3.15,4.05,-22.74,-71.66,-0.7,0.34,-0.27,5
38920,7.06,9.02,-3.29,22.07,-15.89,-64.6,-0.11,-1.37,-0.48,5
39190,4.51,7.3,-0.88,22.96,-15.3,-65.08,0.38,0.35,0.26,5
39438,3.56,9.17,-0.46,17.87,-20.8,-70.29,1.07,0.24,0.49,5
39684,8.26,8.77,-5.75,10.57,-24.12,-74.13,-0.52,0.21,-1.09,5
39931,2.48,8.82,-3.05,12.07,-19.69,-68.62,-0.49,0.03,-0.93,5
40185,4.3,7.7,-7.31,26.95,-16.44,-66.15,-0.72,-1.48,0.34,5
40431,5.11,7.98,0.16,21.1,-20.8,-70.61,0.88,-0.68,1.38,5
40679,3.02,11.05,-0.15,11.88,-25.46,-77.33,0.72,1.57,0.24,5
40925,3.98,9.33,-0.45,10.82,-21.56,-69.98,-0.81,-0.13,-0.35,5
41172,2.27,9.55,-1.3,15.81,-18.06,-66.44,-0.33,-0.45,-0.71,5
41418,8.33,7.02,-3.09,24.99,-15.16,-66.05,-0.28,-0.08,-0.33,5
41666,4.94,8.46,-1.72,19.67,-21.4,-71.76,1.23,0.13,0.98,5
41912,8.51,14.42,-2.73,14.7,-25.87,-75.65,-0.18,1.02,-0.88,5
42172,1.69,8.73,-2.91,15.21,-20.07,-68.99,-0.75,-0.47,-0.31,5
42420,4.51,10.1,-1.86,23.19,-16.52,-67.22,-0.06,-0.71,-0.68,5
42665,1.83,7.73,-2.43,28.44,-14.32,-68.06,0.19,1.73,0.1,5
42913,4.1,9.06,-1.6,14.95,-20.05,-69.13,0.91,0.91,0.9,5
43159,3.82,7.71,-1.59,11.43,-26.91,-78.25,0.1,-0.57,0.15,5
43407,3.93,8.33,-3.08,10.06,-23.28,-73.27,-0.61,0.45,-0.31,5
43653,3.19,8.81,-3.06,13.65,-18.88,-67.47,-0.41,-0.18,-0.44,5
43907,6.85,9.48,-2.51,27.21,-16.5,-67.28,0.16,-1.53,-0.29,5
44154,5.32,7.7,-0.01,29.42,-15.23,-68.37,0.22,-0.34,0.33,5
44400,5.89,7.65,0.45,20.75,-24.29,-74.85,0.77,-0.09,0.8,5
44648,4.18,9.54,-0.8,15.49,-24.36,-72.22,-0.48,0.09,0.31,5
44894,4.12,8.89,-1.94,16.68,-18.71,-67.68,-0.54,0.07,-0.5,5
45142,6.0,12.08,-2.85,27.29,-15.65,-66.31,-0.07,-1.01,-0.61,5
45387,3.4,8.32,1.65,30.2,-13.77,-68.44,0.61,0.27,0.59,5
45635,4.64,7.76,0.4,25.01,-22.98,-74.85,1.04,0.78,0.46,5
45889,3.09,5.54,-5.96,18.81,-23.59,-74.17,-1.34,0.69,0.21,5
46137,2.65,8.17,-5.55,19.38,-16.95,-66.84,-0.1,0.67,-0.51,5
46383,4.14,8.51,-1.59,24.73,-12.63,-64.22,-0.2,-0.28,-0.46,5
46630,3.49,10.04,-4.19,35.09,-11.72,-67.29,0.35,-0.38,-0.12,5
46876,4.66,7.33,-0.73,31.35,-14.85,-68.53,0.8,0.55,0.47,5
47124,3.63,6.84,0.64,25.18,-23.88,-76.81,0.51,0.05,0.67,5
47370,5.91,7.44,-4.08,18.91,-19.44,-68.93,-0.9,0.65,-0.2,5
47624,2.15,8.72,-5.8,18.27,-12.89,-62.73,-0.49,-0.39,-0.13,5
47872,2.34,8.74,-0.79,23.11,-9.08,-62.25,-0.45,-0.79,-0.42,5
48117,4.72,7.46,-0.09,28.57,-7.53,-62.6,0.44,0.38,0.21,5
48365,4.22,7.42,-2.55,28.82,-18.75,-71.73,0.97,0.47,0.6,5
48611,2.33,8.58,-1.63,24.96,-15.92,-67.28,-0.74,0.05,-0.15,5
48859,2.88,7.49,-4.52,27.04,-9.05,-63.81,-0.62,-0.04,-0.32,5
49104,7.34,10.98,-3.2,34.62,-5.74,-62.83,0.04,-0.76,-0.33,5
49352,5.24,7.84,2.85,35.84,-6.3,-64.76,0.98,0.59,0.5,5
49606,5.53,8.44,-1.25,31.2,-15.59,-68.47,0.9,0.37,0.32,5
49854,1.28,7.39,0.24,27.89,-20.13,-72.58,0.16,0.82,0.42,5
50100,1.84,9.86,-2.8,25.34,-12.28,-65.08,-0.67,0.52,-0.54,5
50345,4.66,7.6,-1.01,29.07,-7.35,-61.81,-0.61,-0.78,-0.45,5
50593,7.91,6.14,-4.82,36.73,-7.44,-64.81,0.48,0.02,-0.01,5
50839,5.73,6.61,-2.7,33.18,-9.21,-65.48,0.58,0.75,0.07,5
51087,4.0,8.93,-2.6,30.04,-11.75,-67.51,0.72,0.87,0.3,5
